price	beds	baths	address	link	about_this_home	key_details	feature_score	age_of_house	lot_size	price_per_sqft	heuristic_rank	normalized_rank
$393,000	1 bed	1 bath	809 Normandy Trace Rd, Tampa, FL 33602	https://www.redfin.com/FL/Tampa/809-Normandy-Trace-Rd-33602/home/47376588	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$400,000	3 beds	1 bath	5711 S Coolidge Ave, Tampa, FL 33616	https://www.redfin.com/FL/Tampa/5711-S-Coolidge-Ave-33616/home/47293097	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$649,000	2 beds	2 baths	3613 S Gardenia Ave, Tampa, FL 33629	https://www.redfin.com/FL/Tampa/3613-S-Gardenia-Ave-33629/home/47282662	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$599,999	4 beds	2 baths	11919 Northumberland Dr, Tampa, FL 33626	https://www.redfin.com/FL/Tampa/11919-Northumberland-Dr-33626/home/47360530	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$720,000	5 beds	3.5 baths	10126 Londonshire Ln, Tampa, FL 33647	https://www.redfin.com/FL/Tampa/10126-Londonshire-Ln-33647/home/47363654	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$495,000	3 beds	2.5 baths	14545 Mirabelle Vista Cir, Tampa, FL 33626	https://www.redfin.com/FL/Tampa/14545-Mirabelle-Vista-Cir-33626/home/46986189	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$325,000	3 beds	1.5 baths	5219 E 17th Ave, Tampa, FL 33619	https://www.redfin.com/FL/Tampa/5219-E-17th-Ave-33619/home/47319422	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$515,000	4 beds	2 baths	6325 S Roberts Ave, Tampa, FL 33616	https://www.redfin.com/FL/Tampa/6325-S-Roberts-Ave-33616/home/194183913	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$520,000	3 beds	2.5 baths	16013 Eagle River Way, Tampa, FL 33624	https://www.redfin.com/FL/Tampa/16013-Eagle-River-Way-33624/home/47011462	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$479,900	2 beds	1 bath	5610 N Seminole Ave, Tampa, FL 33604	https://www.redfin.com/FL/Tampa/5610-N-Seminole-Ave-33604/home/47322609	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$629,999	4 beds	3 baths	407 Belvedere Oval, Temple Terrace, FL 33617	https://www.redfin.com/FL/Temple-Terrace/407-Belvedere-Oval-33617/home/47349559	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$999,000	3 beds	2 baths	4820 W San Jose St, Tampa, FL 33629	https://www.redfin.com/FL/Tampa/4820-W-San-Jose-St-33629/home/47281632	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$949,000	3 beds	3 baths	3301 Bayshore Blvd Unit 804D, Tampa, FL 33629	https://www.redfin.com/FL/Tampa/3301-Bayshore-Blvd-33629/unit-804D/home/47286849	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$355,000	3 beds	2 baths	1806 E Shadowlawn Ave, Tampa, FL 33610	https://www.redfin.com/FL/Tampa/1806-E-Shadowlawn-Ave-33610/home/47317519	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$179,400	2 beds	2 baths	4031 Tumble Wood Trl #203, Tampa, FL 33613	https://www.redfin.com/FL/Tampa/4031-Tumble-Wood-Trl-33613/unit-203/home/47149623	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
$250,000	2 beds	1 bath	1005 E Fern St, Tampa, FL 33604	https://www.redfin.com/FL/Tampa/1005-E-Fern-St-33604/home/47328524	Discover this stunning, Golf Course View, 4-bedroom, 3.5-bathroom POOL home nestled in the sought-after Heritage Isles community of New Tampa. This private pool home boasts a thoughtfully designed open floor plan, seamlessly connecting the formal living and dining areas, a modern kitchen, a cozy family room, a convenient half bath, a laundry room, and a spacious two-car garage. From the moment you enter, you’ll be captivated by the well decorated grand foyer with beautiful touches and elegant porcelain terrazo style tile flooring throughout the first level. The formal living room is prewired for a projector and surround sound, making it perfect for entertaining. The gourmet kitchen opens to the family room and features granite countertops, rich wood cabinetry, a stylish tile backsplash, and an island centerpiece. A glass door leads to the screened lanai, where you’ll find a sparkling pool with a spa overlooking the golf course—ideal for relaxation or hosting guests. Upstairs, the second floor offers a luxurious primary suite with an adjoining smaller room that can be used as an office, den, or additional bedroom. The master bath is a retreat, featuring a garden tub, dual vanities, a walk-in shower, and his-and-hers walk-in closets. The upper level also includes three additional bedrooms and three full bathrooms, providing ample space for family or guests. Tucked away in a quiet loop, this home features recent updates, including a new roof (2019), AC (2019), and water heater (2018). The Heritage Isles community offers an array of amenities, including a golf course, tennis and basketball courts, a fitness center, a resort-style pool, a restaurant, playgrounds, and a clubhouse. Conveniently located with easy access to I-75, shopping, and dining, this home is a rare gem. Don’t miss the chance to make it yours!	: 2 dayson Redfin; : Single-family; : Built in 2002; : 5,750 sq ft lot; : $210 per sq ft; : $6 monthly HOA fee; : 2 garage spaces; : Has A/C; : 2%buyer's agent fee; : HERITAGE ISLES PH 3D	13	23	5750.0	210.0		
